"X","Year","Age_Group","Race_Ethnicity","First_Degree_History","Age_Menarche","Age_First_Birth","Breast_Density","Hormone_Replacement_Therapy","Menopause_Status","BMI_Group","Biopsy_History","Breast_Cancer_History","Count"
812,2016,"75-79","Non-Hispanic White","Yes",">14","20-24","Scattered fibroglandular densities","No","Post-menopausal","30-34.99","No","No",11
4150,2013,"75-79","Non-Hispanic White","No","12-13",">30","Almost entirely fat","No","Post-menopausal","30-34.99","No","Yes",1
3485,2015,"80-84","Non-Hispanic White","Yes",">14","20-24","Scattered fibroglandular densities","No","Post-menopausal","25-29.99","No","No",13
405,2014,"55-59","Asian/Pacific Islander","No","12-13","20-24","Scattered fibroglandular densities","No","Surgical Menopause","10-24.99","No","No",1
1405,2017,"70-74","Hispanic","No","<12",">30","Scattered fibroglandular densities","No","Post-menopausal","25-29.99","Yes","No",1
660,2014,"35-39","Non-Hispanic Black","No","<12","25-29","Scattered fibroglandular densities","No","Pre- or Peri-menopausal","30-34.99","No","No",1
4618,2013,"70-74","Hispanic","No",">14",">30","Scattered fibroglandular densities","No","Post-menopausal","25-29.99","No","No",4
267,2013,"75-79","Non-Hispanic White","Yes","12-13","25-29","Scattered fibroglandular densities","No","Post-menopausal","10-24.99","Yes","Yes",4
869,2013,">85","Non-Hispanic White","No",">14",">30","Scattered fibroglandular densities","No","Post-menopausal","30-34.99","No","No",6
2404,2015,">85","Non-Hispanic Black","No",">14","<20","Scattered fibroglandular densities","No","Post-menopausal","25-29.99","Yes","No",1
1035,2017,"40-44","Hispanic","Yes",">14","20-24","Heterogeneously dense","No","Pre- or Peri-menopausal","30-34.99","Yes","No",1
349,2015,"50-54","Hispanic","No","12-13",">30","Scattered fibroglandular densities","No","Post-menopausal","10-24.99","Yes","No",1
3905,2015,"65-69","Non-Hispanic Black","No","<12","<20","Almost entirely fat","No","Post-menopausal","35+","No","Yes",1
3036,2014,">85","Non-Hispanic Black","No","<12","20-24","Scattered fibroglandular densities","No","Post-menopausal","25-29.99","Yes","No",1
41,2013,"65-69","Non-Hispanic White","No","<12",">30","Almost entirely fat","No","Post-menopausal","10-24.99","Yes","No",1
3337,2017,"60-64","Non-Hispanic White","Yes",">14","Nulliparous","Heterogeneously dense","No","Post-menopausal","10-24.99","No","No",24
109,2016,"55-59","Non-Hispanic Black","Yes","12-13","<20","Heterogeneously dense","No","Post-menopausal","25-29.99","No","No",8
2338,2015,"55-59","Hispanic","No",">14","<20","Heterogeneously dense","No","Post-menopausal","30-34.99","Yes","No",3
4465,2014,"55-59","Non-Hispanic Black","Yes","12-13","<20","Scattered fibroglandular densities","No","Surgical Menopause","30-34.99","No","Yes",1
3695,2013,"55-59","Non-Hispanic White","Yes","<12","25-29","Scattered fibroglandular densities","No","Post-menopausal","10-24.99","Yes","No",1
3362,2015,"40-44","Non-Hispanic White","Yes",">14","20-24","Scattered fibroglandular densities","No","Pre- or Peri-menopausal","25-29.99","Yes","No",1
175,2015,">85","Non-Hispanic Black","Yes",">14","Nulliparous","Scattered fibroglandular densities","No","Post-menopausal","25-29.99","Yes","No",1
1237,2017,"35-39","Asian/Pacific Islander","No","<12","25-29","Heterogeneously dense","No","Pre- or Peri-menopausal","25-29.99","No","No",2
96,2017,"40-44","Non-Hispanic Black","No","<12","25-29","Heterogeneously dense","No","Pre- or Peri-menopausal","35+","Yes","No",1
1201,2014,"40-44","Asian/Pacific Islander","Yes","12-13",">30","Extremely dense","No","Pre- or Peri-menopausal","10-24.99","Yes","No",1
80,2014,"30-34","Asian/Pacific Islander","No","12-13",">30","Heterogeneously dense","No","Pre- or Peri-menopausal","25-29.99","No","No",1
3687,2016,"40-44","Non-Hispanic Black","No","12-13","Nulliparous","Heterogeneously dense","No","Surgical Menopause","25-29.99","No","No",4
908,2016,"75-79","Non-Hispanic White","No","12-13","25-29","Almost entirely fat","No","Post-menopausal","30-34.99","No","Yes",1
1022,2016,"65-69","Hispanic","No","12-13",">30","Heterogeneously dense","No","Post-menopausal","25-29.99","No","No",4
995,2014,"55-59","Non-Hispanic White","Yes","12-13",">30","Almost entirely fat","No","Post-menopausal","25-29.99","Yes","No",1
4710,2016,"45-49","Non-Hispanic White","No","12-13",">30","Heterogeneously dense","No","Pre- or Peri-menopausal","10-24.99","Yes","Yes",3
3421,2013,"65-69","Non-Hispanic White","No","12-13","20-24","Heterogeneously dense","No","Post-menopausal","10-24.99","Yes","No",42
3216,2017,"55-59","Non-Hispanic White","No",">14",">30","Almost entirely fat","No","Surgical Menopause","30-34.99","Yes","No",1
1491,2013,"55-59","Non-Hispanic White","Yes","12-13","25-29","Heterogeneously dense","No","Surgical Menopause","25-29.99","Yes","No",1
3543,2015,"50-54","Asian/Pacific Islander","No",">14","Nulliparous","Heterogeneously dense","No","Pre- or Peri-menopausal","10-24.99","Yes","No",2
1062,2017,"45-49","Hispanic","Yes","12-13","25-29","Extremely dense","No","Pre- or Peri-menopausal","25-29.99","Yes","No",1
568,2014,"80-84","Non-Hispanic White","No","<12","Nulliparous","Scattered fibroglandular densities","No","Post-menopausal","30-34.99","No","No",2
3298,2016,"55-59","Non-Hispanic White","No","<12","20-24","Heterogeneously dense","No","Surgical Menopause","30-34.99","No","No",4
3454,2014,"40-44","Hispanic","No","12-13",">30","Heterogeneously dense","No","Pre- or Peri-menopausal","10-24.99","No","No",37
4437,2015,"65-69","Hispanic","No","12-13","20-24","Scattered fibroglandular densities","No","Post-menopausal","10-24.99","No","No",13
3637,2016,"50-54","Non-Hispanic Black","Yes","12-13","<20","Scattered fibroglandular densities","No","Surgical Menopause","35+","No","No",3
658,2013,"65-69","Non-Hispanic White","Yes","<12","Nulliparous","Scattered fibroglandular densities","Yes","Post-menopausal","25-29.99","No","No",2
4494,2015,"65-69","Hispanic","Yes","<12","25-29","Scattered fibroglandular densities","No","Post-menopausal","25-29.99","No","No",1
1139,2015,"50-54","Non-Hispanic White","Yes","<12","Nulliparous","Extremely dense","No","Post-menopausal","10-24.99","Yes","No",1
669,2014,"45-49","Non-Hispanic Black","No",">14","20-24","Heterogeneously dense","No","Pre- or Peri-menopausal","35+","No","No",6
1822,2015,"75-79","Asian/Pacific Islander","No",">14","<20","Scattered fibroglandular densities","No","Post-menopausal","10-24.99","Yes","No",2
2812,2016,"65-69","Non-Hispanic White","No","<12",">30","Scattered fibroglandular densities","No","Post-menopausal","25-29.99","No","No",33
1222,2017,"40-44","Hispanic","Yes","<12","<20","Heterogeneously dense","No","Pre- or Peri-menopausal","30-34.99","No","No",1
2989,2017,"65-69","Non-Hispanic White","Yes",">14","20-24","Scattered fibroglandular densities","No","Post-menopausal","10-24.99","No","No",18
1728,2017,"50-54","Non-Hispanic Black","No",">14","20-24","Heterogeneously dense","No","Surgical Menopause","35+","No","No",4
2989,2017,"65-69","Non-Hispanic White","Yes",">14","20-24","Scattered fibroglandular densities","No","Post-menopausal","10-24.99","No","No",18
991,2014,"70-74","Non-Hispanic White","Yes","12-13","25-29","Extremely dense","No","Post-menopausal","25-29.99","No","No",1
468,2016,"60-64","Other/Mixed","No","12-13","Nulliparous","Scattered fibroglandular densities","No","Post-menopausal","30-34.99","No","No",1
679,2014,"70-74","Non-Hispanic White","Yes","12-13","20-24","Heterogeneously dense","No","Post-menopausal","30-34.99","Yes","No",4
1444,2015,"60-64","Non-Hispanic White","Yes","12-13","Nulliparous","Scattered fibroglandular densities","No","Post-menopausal","10-24.99","Yes","Yes",5
1941,2016,">85","Non-Hispanic White","No","12-13","Nulliparous","Scattered fibroglandular densities","No","Post-menopausal","10-24.99","No","No",9
4159,2014,">85","Asian/Pacific Islander","No","12-13","20-24","Heterogeneously dense","No","Post-menopausal","10-24.99","No","Yes",1
980,2015,"50-54","Hispanic","No","12-13","25-29","Scattered fibroglandular densities","No","Pre- or Peri-menopausal","10-24.99","No","No",1
2846,2017,"55-59","Non-Hispanic White","Yes","12-13","<20","Scattered fibroglandular densities","No","Post-menopausal","30-34.99","Yes","No",1
3808,2015,"55-59","Other/Mixed","No","<12",">30","Heterogeneously dense","No","Post-menopausal","30-34.99","No","No",1
1491,2013,"55-59","Non-Hispanic White","Yes","12-13","25-29","Heterogeneously dense","No","Surgical Menopause","25-29.99","Yes","No",1
2688,2017,"65-69","Other/Mixed","No",">14","20-24","Scattered fibroglandular densities","No","Post-menopausal","10-24.99","No","No",2
886,2014,"65-69","Asian/Pacific Islander","No","<12","25-29","Almost entirely fat","Yes","Post-menopausal","35+","No","No",1
348,2016,"65-69","Hispanic","Yes","<12","20-24","Scattered fibroglandular densities","No","Post-menopausal","35+","No","No",1
4374,2016,"50-54","Non-Hispanic Black","No","<12","Nulliparous","Almost entirely fat","No","Post-menopausal","35+","Yes","No",1
95,2014,"40-44","Asian/Pacific Islander","No","<12",">30","Heterogeneously dense","No","Surgical Menopause","30-34.99","No","No",1
281,2016,"50-54","Non-Hispanic White","Yes","<12",">30","Extremely dense","No","Post-menopausal","10-24.99","Yes","No",4
794,2013,"60-64","Non-Hispanic White","Yes","12-13",">30","Extremely dense","Yes","Post-menopausal","10-24.99","Yes","No",2
2199,2016,"70-74","Non-Hispanic White","No","12-13","<20","Almost entirely fat","No","Post-menopausal","35+","Yes","Yes",2
2305,2015,"70-74","Hispanic","No","12-13",">30","Heterogeneously dense","No","Post-menopausal","30-34.99","No","No",1
2409,2017,"40-44","Non-Hispanic White","No","12-13",">30","Almost entirely fat","No","Pre- or Peri-menopausal","30-34.99","No","No",6
3428,2017,"45-49","Hispanic","No","<12","Nulliparous","Heterogeneously dense","No","Pre- or Peri-menopausal","30-34.99","No","No",5
1322,2015,"45-49","Hispanic","No",">14","20-24","Heterogeneously dense","No","Surgical Menopause","30-34.99","No","No",5
3060,2017,"45-49","Hispanic","No",">14","20-24","Scattered fibroglandular densities","No","Pre- or Peri-menopausal","10-24.99","No","No",9
4586,2015,"50-54","Hispanic","Yes","<12","<20","Scattered fibroglandular densities","No","Surgical Menopause","30-34.99","No","No",1
435,2017,"45-49","Non-Hispanic White","Yes","12-13","25-29","Extremely dense","No","Pre- or Peri-menopausal","25-29.99","Yes","No",1
688,2016,"60-64","Hispanic","No",">14","25-29","Almost entirely fat","No","Post-menopausal","35+","No","No",2
2402,2013,"55-59","Non-Hispanic White","Yes","<12","20-24","Heterogeneously dense","No","Surgical Menopause","35+","No","No",2
2133,2015,"50-54","Non-Hispanic White","Yes",">14","Nulliparous","Heterogeneously dense","No","Pre- or Peri-menopausal","10-24.99","Yes","No",4
3711,2017,"50-54","Hispanic","No","12-13","20-24","Scattered fibroglandular densities","No","Post-menopausal","10-24.99","Yes","No",1
2435,2014,"75-79","Non-Hispanic White","No","<12","25-29","Scattered fibroglandular densities","No","Post-menopausal","10-24.99","Yes","Yes",2
1630,2017,"55-59","Non-Hispanic White","No","<12","25-29","Scattered fibroglandular densities","No","Surgical Menopause","10-24.99","No","Yes",1
201,2014,">85","Non-Hispanic White","Yes",">14","20-24","Heterogeneously dense","No","Post-menopausal","10-24.99","No","Yes",1
2875,2013,"70-74","Hispanic","Yes",">14","20-24","Almost entirely fat","No","Post-menopausal","35+","No","No",1
3710,2015,"60-64","Non-Hispanic White","No","<12","20-24","Heterogeneously dense","No","Post-menopausal","10-24.99","Yes","Yes",3
712,2017,"55-59","Non-Hispanic Black","Yes","12-13","20-24","Heterogeneously dense","No","Pre- or Peri-menopausal","25-29.99","No","No",2
35,2015,"45-49","Non-Hispanic White","No","12-13",">30","Almost entirely fat","No","Post-menopausal","35+","No","No",1
2531,2016,"45-49","Non-Hispanic Black","No","<12","<20","Extremely dense","No","Pre- or Peri-menopausal","25-29.99","Yes","No",1
4230,2015,"40-44","Non-Hispanic Black","Yes",">14","20-24","Heterogeneously dense","No","Surgical Menopause","25-29.99","No","No",1
197,2017,"60-64","Non-Hispanic Black","No",">14","20-24","Scattered fibroglandular densities","No","Post-menopausal","10-24.99","No","No",4
1850,2017,"45-49","Asian/Pacific Islander","No",">14","25-29","Scattered fibroglandular densities","No","Post-menopausal","10-24.99","No","No",1
3818,2013,"70-74","Non-Hispanic White","No",">14","<20","Almost entirely fat","No","Post-menopausal","30-34.99","No","No",4
1294,2015,"80-84","Non-Hispanic White","Yes","<12","20-24","Scattered fibroglandular densities","No","Post-menopausal","35+","No","Yes",1
869,2013,">85","Non-Hispanic White","No",">14",">30","Scattered fibroglandular densities","No","Post-menopausal","30-34.99","No","No",6
4936,2016,"40-44","Other/Mixed","Yes","<12",">30","Heterogeneously dense","No","Pre- or Peri-menopausal","25-29.99","No","No",2
358,2017,"55-59","Non-Hispanic Black","No",">14","Nulliparous","Heterogeneously dense","No","Surgical Menopause","30-34.99","Yes","No",1
478,2016,"45-49","Non-Hispanic White","No",">14",">30","Heterogeneously dense","No","Surgical Menopause","10-24.99","No","No",9
1599,2016,"60-64","Non-Hispanic White","Yes","<12","Nulliparous","Scattered fibroglandular densities","No","Post-menopausal","25-29.99","Yes","Yes",1
3637,2016,"50-54","Non-Hispanic Black","Yes","12-13","<20","Scattered fibroglandular densities","No","Surgical Menopause","35+","No","No",3
4720,2015,"50-54","Non-Hispanic Black","No",">14","20-24","Heterogeneously dense","No","Surgical Menopause","35+","Yes","No",1
1326,2013,"75-79","Non-Hispanic Black","Yes","12-13","<20","Almost entirely fat","No","Post-menopausal","35+","No","No",2
4041,2017,"50-54","Asian/Pacific Islander","No",">14",">30","Heterogeneously dense","No","Post-menopausal","10-24.99","Yes","Yes",4
93,2016,"45-49","Non-Hispanic White","No","12-13","Nulliparous","Heterogeneously dense","No","Pre- or Peri-menopausal","35+","No","No",34
1132,2015,"80-84","Asian/Pacific Islander","No","12-13","<20","Heterogeneously dense","No","Post-menopausal","10-24.99","No","No",1
4077,2015,"70-74","Non-Hispanic Black","No","12-13","25-29","Almost entirely fat","No","Post-menopausal","25-29.99","No","No",3
275,2016,"75-79","Non-Hispanic Black","No","12-13","25-29","Heterogeneously dense","No","Post-menopausal","35+","Yes","No",2
1464,2017,"65-69","Non-Hispanic Black","Yes","<12","25-29","Scattered fibroglandular densities","No","Post-menopausal","30-34.99","No","No",6
3636,2013,"65-69","Asian/Pacific Islander","Yes","12-13","Nulliparous","Extremely dense","No","Post-menopausal","30-34.99","No","No",1
2150,2016,"55-59","Non-Hispanic Black","Yes","12-13","<20","Scattered fibroglandular densities","No","Post-menopausal","25-29.99","No","No",6
1236,2014,"50-54","Non-Hispanic White","No","12-13","<20","Scattered fibroglandular densities","No","Surgical Menopause","30-34.99","No","No",11
2144,2013,"70-74","Non-Hispanic White","No","<12","20-24","Almost entirely fat","No","Post-menopausal","25-29.99","Yes","No",2
1056,2015,"40-44","Non-Hispanic White","No","12-13","25-29","Almost entirely fat","No","Pre- or Peri-menopausal","25-29.99","No","No",7
2636,2017,"55-59","Hispanic","Yes","12-13","20-24","Scattered fibroglandular densities","No","Pre- or Peri-menopausal","25-29.99","No","No",1
1148,2013,"65-69","Non-Hispanic White","No","<12","25-29","Heterogeneously dense","No","Post-menopausal","10-24.99","Yes","No",11
4223,2017,"55-59","Non-Hispanic White","Yes","<12","25-29","Extremely dense","No","Post-menopausal","10-24.99","Yes","No",1
3372,2017,"35-39","Non-Hispanic White","No",">14","25-29","Scattered fibroglandular densities","No","Pre- or Peri-menopausal","10-24.99","No","No",3
1222,2017,"40-44","Hispanic","Yes","<12","<20","Heterogeneously dense","No","Pre- or Peri-menopausal","30-34.99","No","No",1
2393,2016,"55-59","Hispanic","No","<12","25-29","Heterogeneously dense","No","Post-menopausal","10-24.99","Yes","Yes",1
56,2017,"55-59","Non-Hispanic Black","No",">14","Nulliparous","Extremely dense","No","Surgical Menopause","30-34.99","Yes","No",1
3769,2015,">85","Non-Hispanic White","No","12-13","25-29","Heterogeneously dense","No","Post-menopausal","25-29.99","No","No",9
2271,2015,"70-74","Non-Hispanic White","No","12-13","Nulliparous","Heterogeneously dense","Yes","Post-menopausal","25-29.99","No","No",1
1292,2017,"45-49","Hispanic","No","<12",">30","Extremely dense","No","Pre- or Peri-menopausal","10-24.99","Yes","No",1
2409,2017,"40-44","Non-Hispanic White","No","12-13",">30","Almost entirely fat","No","Pre- or Peri-menopausal","30-34.99","No","No",6
4632,2015,"50-54","Non-Hispanic White","Yes","<12","<20","Scattered fibroglandular densities","No","Post-menopausal","25-29.99","No","No",1
2569,2016,"35-39","Non-Hispanic White","Yes","<12","25-29","Scattered fibroglandular densities","No","Pre- or Peri-menopausal","10-24.99","No","No",1
